iter	Logloss
325	0.05550717996
326	0.05533705679
327	0.05517225032
328	0.05500006037
329	0.05474899195
330	0.05446991157
331	0.05426543176
332	0.05403759115
333	0.05389888338
334	0.05370178969
335	0.05359463868
336	0.05335662285
337	0.05319067461
338	0.0529735926
339	0.05275415921
340	0.05263354694
341	0.05243177907
342	0.05220953343
343	0.05199957898
344	0.05181007728
345	0.05164396654
346	0.05145658477
347	0.05128619232
348	0.05107203252
349	0.05086737551
350	0.05074393623
351	0.05057593853
352	0.05032564247
353	0.05014758219
354	0.049925619
355	0.04975333912
356	0.04951992795
357	0.049393886
358	0.0492180294
359	0.0490943703
360	0.04892569718
361	0.04873376655
362	0.04855176208
363	0.04845077822
364	0.04833749513
365	0.04820792489
366	0.04809291532
367	0.04793801492
368	0.04773989531
369	0.0475497771
370	0.04742289381
371	0.04727623748
372	0.04713456641
373	0.04699666273
374	0.04680639875
375	0.04668222283
376	0.04661594853
377	0.04641424813
378	0.04624359989
379	0.0460894482
380	0.04593746935
381	0.04583743916
382	0.04564968873
383	0.0455023493
384	0.04536420754
385	0.04519448433
386	0.04505156541
387	0.04491143296
388	0.0447186635
389	0.04455897802
390	0.04434691413
391	0.04420391284
392	0.04407672209
393	0.04395241647
394	0.04384550197
395	0.04377510781
396	0.04366499244
397	0.04348831936
398	0.04334014077
399	0.04321011617
400	0.04304097365
401	0.04293739677
402	0.04278786623
403	0.04266219257
404	0.04251660387
405	0.04239311699
406	0.04226772943
407	0.04213130626
408	0.04200191772
409	0.04190283442
410	0.04171674959
411	0.04153053069
412	0.04133553869
413	0.04122782838
414	0.04110123165
415	0.04096271354
416	0.04084860323
417	0.04073209319
418	0.04058552964
419	0.0404760818
420	0.04034620349
421	0.0403041744
422	0.04023379219
423	0.0400632261
424	0.03994691288
425	0.03976989878
426	0.03963861819
427	0.03947316309
428	0.03935838583
429	0.03924005453
430	0.03911573375
431	0.0390952834
432	0.03896293879
433	0.03885354117
434	0.0387056129
435	0.038568791
436	0.0384501212
437	0.03835745778
438	0.03828256264
439	0.03817178767
440	0.03807672886
441	0.03798312242
442	0.03786548704
443	0.0377801838
444	0.03770069219
445	0.03755550897
446	0.03745966121
447	0.03736796794
448	0.03727637816
449	0.03714157154
450	0.03697370483
451	0.0368736824
452	0.03680428556
453	0.03672361948
454	0.03659148279
455	0.03644917665
456	0.03630831337
457	0.03620905982
458	0.03610109335
459	0.03600623999
460	0.03591288763
461	0.03579583445
462	0.03571038138
463	0.03558438848
464	0.03550323092
465	0.03539343283
466	0.03529096636
467	0.03516856602
468	0.03508236051
469	0.03494740532
470	0.03481038166
471	0.03469038845
472	0.03457339842
473	0.03446236226
474	0.0343251707
475	0.03425642283
476	0.03413874769
477	0.0340481683
478	0.0339557584
479	0.03384982928
480	0.03373935825
481	0.03365208738
482	0.0335655015
483	0.03342313214
484	0.03331998156
485	0.03324205434
486	0.03312612934
487	0.03302321916
488	0.03291858884
489	0.03280605249
490	0.03271278265
491	0.03261202539
492	0.03256275176
493	0.03244709138
494	0.03235963498
495	0.03226146484
496	0.03222266538
497	0.03213442711
498	0.03205623533
499	0.0319774698
500	0.03188524189
501	0.0318067812
502	0.03173932051
503	0.03167220272
504	0.03158625978
505	0.03149968818
506	0.03145608403
507	0.031386239
508	0.03132804737
509	0.0312389191
510	0.03113292248
511	0.03104731607
512	0.03098561599
513	0.03092296741
514	0.03084526671
515	0.03074719522
516	0.03068850514
517	0.03056631555
518	0.03049084862
519	0.03039585795
520	0.03029588838
521	0.0302458861
522	0.03014847762
523	0.03005452854
524	0.02996717008
525	0.0298551793
526	0.02976905426
527	0.02972359268
528	0.02966095203
529	0.02958863423
530	0.02951108738
531	0.02940535562
532	0.02938572198
533	0.02932963395
534	0.02925303975
535	0.02914577785
536	0.02907494893
537	0.0289893843
538	0.02896574378
539	0.02888032002
540	0.02875412742
541	0.02867636393
542	0.02862663258
543	0.02853903933
544	0.02845402322
545	0.02836638496
546	0.02831508393
547	0.02825525167
548	0.02819629688
549	0.0281172883
550	0.02804965582
551	0.0279835346
552	0.02788687185
553	0.02783478647
554	0.02774077996
555	0.02766964969
556	0.02761223871
557	0.02754954984
558	0.02747024583
559	0.02740721413
560	0.02733939969
561	0.0272707587
562	0.02719547707
563	0.02712793251
564	0.02705907481
565	0.02698534966
566	0.02694978403
567	0.02690280923
568	0.02683106945
569	0.02675320211
570	0.02668991068
571	0.0266145183
572	0.02655015227
573	0.02648919313
574	0.02642886729
575	0.02637298296
576	0.02628879572
577	0.02621381263
578	0.02614956409
579	0.02606842211
580	0.02603527054
581	0.02595528581
582	0.02590755352
583	0.02585023165
584	0.02579917613
585	0.02574176679
586	0.02567697381
587	0.02559125784
588	0.0255406572
589	0.0254837529
590	0.02539448964
591	0.02532754658
592	0.02528594732
593	0.02524359304
594	0.02516985189
595	0.02512878155
596	0.02506862616
597	0.02499170996
598	0.02495526794
599	0.02492810829
600	0.02487991319
601	0.024826449
602	0.02479053415
603	0.0247448794
604	0.02470169614
605	0.02463312403
606	0.02460596885
607	0.02455745758
608	0.02449782192
609	0.0244609694
610	0.02439898522
611	0.02436211678
612	0.02428943895
613	0.02421880812
614	0.02417088013
615	0.02412637479
616	0.02404701886
617	0.02401356908
618	0.02398116502
619	0.02394253151
620	0.02391603598
621	0.02385555118
622	0.02380875518
623	0.02375013061
624	0.02373285281
625	0.023665804
626	0.02361831723
627	0.02356202581
628	0.02350090407
629	0.02343445757
630	0.02338604779
631	0.02333801215
632	0.02329467735
633	0.02323416561
634	0.02314948986
635	0.02308117315
636	0.02301131211
637	0.02294386899
638	0.02289127949
639	0.02284751968
640	0.02281871552
641	0.02276115132
642	0.02269942471
643	0.02264269119
644	0.02258674102
645	0.02253248336
646	0.02248746762
647	0.02241834417
648	0.0223682703
649	0.02232161592
650	0.02227670597
651	0.02221871458
652	0.02216849926
653	0.02210315344
654	0.02206976924
655	0.02200122093
656	0.02197684336
657	0.02189666194
658	0.0218410591
659	0.02181269177
660	0.02177535928
661	0.02173281025
662	0.02167568257
663	0.02167017801
664	0.02166218553
665	0.02163968752
666	0.02160402252
667	0.02155438727
668	0.02151616849
669	0.0214726455
670	0.02142813814
671	0.02139374818
672	0.02137168267
673	0.02131765523
674	0.02126077847
675	0.02123146669
676	0.02119022785
677	0.02113098557
678	0.02108588172
679	0.0210376959
680	0.02100441711
681	0.02095859356
682	0.02091939006
683	0.0208928619
684	0.02082259585
685	0.02076467944
686	0.02071076173
687	0.02066960482
688	0.02059639922
689	0.02053628647
690	0.02049316829
691	0.02044834307
692	0.02039907953
693	0.02035909504
694	0.02033771594
695	0.02030372168
696	0.02025426577
697	0.02020456768
698	0.02013613396
699	0.02012775454
700	0.0200942294
701	0.02003847589
702	0.02000610612
703	0.0199690737
704	0.01992981939
705	0.01987496341
706	0.01984491469
707	0.01978589744
708	0.01974798442
709	0.01970005203
710	0.01964069537
711	0.01960571566
712	0.01958060159
713	0.01952166419
714	0.0194940504
715	0.01947104699
716	0.01942180386
717	0.01936906651
718	0.01932946416
719	0.01929901164
720	0.01927955219
721	0.01924369677
722	0.01918669535
723	0.0191509729
724	0.01910204924
725	0.01906815939
726	0.01904882232
727	0.01901007684
728	0.01898405413
729	0.0189312015
730	0.01888662166
731	0.01885263922
732	0.01880748968
733	0.01875689755
734	0.01872689712
735	0.01867064809
736	0.01863133312
737	0.01859977357
738	0.01855546802
739	0.01850546371
740	0.0185012465
741	0.01845691221
742	0.01842442013
743	0.01837592468
744	0.01834364238
745	0.01832268256
746	0.01829433245
747	0.01826252741
748	0.01821012507
749	0.01818267294
750	0.01813982835
751	0.01811627707
752	0.01808119824
753	0.01803543245
754	0.01800487369
755	0.01798345102
756	0.01795820827
757	0.01792028347
758	0.01785632552
759	0.01781804013
760	0.01778058277
761	0.01774773566
762	0.01770956205
763	0.01767352721
764	0.01762740593
765	0.0175817706
766	0.01757729915
767	0.01756896457
768	0.01755442569
769	0.01752422797
770	0.01749475044
771	0.01745864177
772	0.01742443491
773	0.01739791002
774	0.01738851421
775	0.0173550987
776	0.01731078593
777	0.01727298072
778	0.01726726428
779	0.01722775742
780	0.01720297556
781	0.01716349713
782	0.01713359991
783	0.01711193178
784	0.01709118043
785	0.01705106225
786	0.01704522587
787	0.01703958411
788	0.0170341535
789	0.01699325719
790	0.01696408729
791	0.0169581255
792	0.01692379773
793	0.01688531272
794	0.0168679257
795	0.01686251403
796	0.01684166987
797	0.0168246941
798	0.01677595646
799	0.01674422622
800	0.01671890035
801	0.01671206542
802	0.01668852204
803	0.01665627811
804	0.01662335693
805	0.01660970537
806	0.01658626997
807	0.01656599103
808	0.01652095394
809	0.01649068072
810	0.01647998957
811	0.0164486077
812	0.01641725576
813	0.01640366392
814	0.01637852528
815	0.01635060122
816	0.01634421583
817	0.01632276263
818	0.01630629377
819	0.01629073874
820	0.01627921026
821	0.01624087495
822	0.01622121344
823	0.01619835884
824	0.01618244413
825	0.01617397957
826	0.01613690429
827	0.016120736
828	0.0160908138
829	0.01605981507
830	0.01604938272
831	0.01601875296
832	0.01599104398
833	0.01595781976
834	0.01593744876
835	0.01593547444
836	0.01593089793
837	0.0159062053
838	0.01589230798
839	0.01586828648
840	0.01584046033
841	0.01581351144
842	0.01578889738
843	0.01575252778
844	0.01570585048
845	0.01569825434
846	0.01566216516
847	0.0156341603
848	0.0156047934
849	0.01558467507
850	0.01556500921
851	0.01554217799
852	0.01552737513
853	0.01548846708
854	0.01546239208
855	0.0154604731
856	0.01545518268
857	0.01544416766
858	0.01543411703
859	0.01540270714
860	0.01539338015
861	0.01535986442
862	0.01535023624
863	0.01531505203
864	0.0152811935
865	0.01525216398
866	0.0152070021
867	0.01520127098
868	0.01518367127
869	0.01514730979
870	0.01514558723
871	0.01510681229
872	0.01510440526
873	0.01510265691
874	0.01507304291
875	0.01504654709
876	0.01501666799
877	0.01501468388
878	0.01499456131
879	0.01499036372
880	0.01497230068
881	0.01495133755
882	0.0149258327
883	0.01489667932
884	0.01489014634
885	0.01488375692
886	0.01485640582
887	0.01482553722
888	0.01477818221
889	0.01474220099
890	0.01473743216
891	0.01470251934
892	0.01468643153
893	0.01467655892
894	0.01466652469
895	0.01465230575
896	0.01462692171
897	0.01461510549
898	0.01458389449
899	0.01455266975
900	0.01453578432
901	0.01452582911
902	0.01450605665
903	0.01448496926
904	0.01445345309
905	0.01441724796
906	0.01438438991
907	0.01438002768
908	0.01436026586
909	0.01433342482
910	0.01432184542
911	0.01431622415
912	0.01427485703
913	0.01423778573
914	0.01420972132
915	0.01420364318
916	0.01416666576
917	0.01413124228
918	0.01410806074
919	0.01408104057
920	0.01407644263
921	0.01404796587
922	0.01404312623
923	0.01403737001
924	0.01401932652
925	0.01400781175
926	0.01398878775
927	0.0139608503
928	0.01395932955
929	0.01393465424
930	0.0139103128
931	0.01388962748
932	0.01387642823
933	0.01383408802
934	0.01380679165
935	0.0137814641
936	0.01377859729
937	0.01376001475
938	0.01373988685
939	0.01373807438
940	0.01370980818
941	0.01370359958
942	0.01367804024
943	0.01367023919
944	0.01365792865
945	0.01361698415
946	0.01359864297
947	0.01358340515
948	0.01357786086
949	0.01354662635
950	0.01351419538
951	0.01350779324
952	0.01348322674
953	0.01348095496
954	0.01346229842
955	0.01345324488
956	0.01344886159
957	0.01342924563
958	0.01340496524
959	0.01338238151
960	0.01338049496
961	0.01337607582
962	0.01333670327
963	0.01331180215
964	0.01329158348
965	0.01327606275
966	0.01326789431
967	0.01326157482
968	0.01322743377
969	0.01320790695
970	0.01318814219
971	0.01316189195
972	0.01314905892
973	0.01314295758
974	0.01311956597
975	0.01311705779
976	0.01311373861
977	0.01310593018
978	0.01308195012
979	0.0130594006
980	0.01303820126
981	0.01300885116
982	0.01297205494
983	0.01295118589
984	0.01292303686
985	0.01292192575
986	0.01289640837
987	0.01287015853
988	0.01284483681
989	0.01284291937
990	0.01281779652
991	0.01279836246
992	0.01279673286
993	0.01278921474
994	0.01278649848
995	0.01278102099
996	0.01277681662
997	0.01274074149
998	0.01273672388
999	0.01271001719
	0.01141567563
